,domain,url_len,url_dep,httpDomain,tinyURL,hyphenURL,subURl,keyWordURL
14412,lbiology.000webhostapp.com,34,0,0,0,0,1,0
14413,docs.google.com,175,5,1,0,0,1,0
14414,ipfs.eth.aragon.network,96,2,1,0,0,1,0
14415,pub-323694060f084296849c23a93ca80681.r2.dev,727,1,1,0,1,2,0
14416,43.159.41.87,469,3,1,0,0,1,1
14417,proflaviosantos.com.br,51,3,0,0,0,1,0
14418,polaksokio.hrsphr.com,28,0,0,0,0,0,0
14419,tele2-auth-required.firebaseapp.com,44,0,1,0,1,1,0
14420,lunsamanres.com,24,0,1,0,0,1,0
14421,2ww.me,20,1,1,0,0,1,0
14422,docs.google.com,178,5,1,0,0,1,0
14423,uspo.usspau.top,24,0,1,1,0,1,0
14424,bafybeianm7lllm6v2rpyuah5gzsh22gxfikab5ie3xei6f2n3ngfvsx524.ipfs.dweb.link,81,0,0,0,0,0,0
14425,18i4ynwb.square.site,29,0,1,0,0,1,0
14426,pub-e7b220c9c5ef4acf916dc423b88db9ce.r2.dev,67,2,1,0,1,2,0
14427,vfcv-cb28d.web.app,27,0,1,0,1,1,0
14428,bafybeigvuncfxcwij4bore4xj7u3nkctvvr3oo5bfpiqljciyjd5edrj4i.ipfs.cf-ipfs.com,85,0,1,0,1,1,0
14429,login-screen-104233.weeblysite.com,43,0,1,0,1,1,1
14430,bafybeicjvrbiv23wyr4yl6mhbksgtnh34aktczyxccikzyn6yxuyon2qyy.ipfs.cf-ipfs.com,114,0,1,0,1,1,0
14431,sportybetbalanceadderss100000.weebly.com,49,0,1,0,0,1,0
14432,sellers-adolf-1319732785.cos.na-ashburn.myqcloud.com,79,1,1,0,1,2,0
14433,bafybeicylf62xjvdlm2uzzujmavg55lahfgipam5esux6vagziwdpkexru.ipfs.cf-ipfs.com,85,0,1,0,1,1,0
14434,sites.google.com,59,3,1,0,0,1,0
14435,optikgeneral.com,54,4,0,0,0,2,0
14436,pub-54daabc7ee4a4c83b16a51a1af2963d0.r2.dev,147,1,1,0,1,2,0
14437,allegro1okalnie.9026354.xyz,53,3,1,0,0,1,0
14438,cloudflare-ipfs.com,237,3,1,0,1,2,0
14439,online-cancellation921.com,34,0,0,0,1,1,0
14440,tinyurl.com,28,1,1,1,0,1,0
14441,pub-6f13f8c100804c81ae3cb476ef619a6a.r2.dev,62,1,1,0,1,2,0
14442,docs.google.com,175,5,1,0,0,1,0
14443,abogadoscelaya.com,26,0,1,0,0,0,0
14444,ipfs.io,67,2,1,0,0,1,0
14445,grups2hxwz.inilingk.biz.id,48,1,0,0,0,1,0
14446,rogars.weebly.com,26,0,1,0,0,1,0
14447,denewpolstle.web.app,29,0,1,0,0,1,0
14448,bafybeich3g35cpuh3yqkufkuqm4jhjlkoa44zw5grr7uup6pmlndol4pyy.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
14449,pousada-kub-home.blogspot.com,38,0,1,1,1,1,0
14450,cloudflare-ipfs.com,92,2,1,0,1,1,0
14451,dabrefololokiffe.firebaseapp.com,41,0,1,0,0,1,0
14452,dev-virtual-login-02-21-2024.pantheonsite.io,52,0,1,0,1,0,1
14453,tracer-study.fisip.umrah.ac.id,76,5,1,0,1,2,0
14454,tiny.cc,21,1,0,1,0,1,0
14455,sti-vmi-7e921.firebaseapp.com,38,0,1,0,1,1,0
14456,bt-108441.weeblysite.com,33,0,1,0,1,1,0
14457,docs.google.com,175,5,1,0,0,1,0
14458,ncanvw.webwave.dev,27,0,1,0,0,1,0
14459,usp.usspho.top,23,0,1,0,0,1,0
14460,cloudflare-ipfs.com,93,2,1,0,1,1,0
14461,phlpasts.top,65,1,1,0,0,1,0
14462,docs.google.com,190,5,1,0,0,1,0
14463,supp-agricole-confim.firebaseapp.com,45,0,1,0,1,1,0
14464,shorturl.at,24,1,0,0,0,1,0
14465,rebrand.ly,26,1,1,0,0,1,0
14466,ipfs.eth.aragon.network,96,2,1,0,0,1,0
14467,sites.google.com,38,2,1,0,0,1,0
14468,cloudflare-ipfs.com,92,2,1,0,1,1,0
14469,cf-ipfs.com,71,2,1,0,1,1,0
14470,bafybeicgwzobtt3hnlj7w2stcggtzahua2xbz32ynoaqk4khb5zb5mfdka.ipfs.cf-ipfs.com,85,0,1,0,1,1,0
14471,live-exchange.blogspot.com,36,0,1,1,1,1,0
14472,bafybeia2dxw4zn2hz3awlchrkkyhqmmkhva7imbaoslxwncrldkge7paui.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
14473,cloudflare-ipfs.com,92,2,1,0,1,1,0
14474,ipfs.eth.aragon.network,107,3,1,0,0,2,0
14475,vertiv-power.cn,22,0,0,0,1,0,0
14476,cutt.ly,24,1,1,0,0,1,0
14477,ipfs.io,67,2,1,0,0,1,0
14478,cf-ipfs.com,71,2,1,0,1,1,0
14479,ivfqydsqr.web.app,26,0,1,0,0,1,0
14480,keepo.io,25,1,1,0,0,1,0
14481,cloudflare-ipfs.com,254,3,1,0,1,2,0
14482,bafybeibitoxdg3mowt3kwr3udmfgyo7irizpiyikykx4tjnj55zn4f4clq.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
14483,docs.google.com,175,5,1,0,0,1,0
14484,usps.posthelpsd.com,28,0,1,0,0,1,0
14485,xolares.com.ar,71,4,0,0,0,2,0
14486,cloudflare-ipfs.com,92,2,1,0,1,1,0
14487,pub-cf16a68271df4b269e3e9594545901bb.r2.dev,61,1,1,0,1,2,0
14488,appnkjgfvt.duckdns.org,29,0,0,0,0,0,0
14489,btinternet-103485.weeblysite.com,41,0,1,0,1,1,0
14490,4ysyeslyssness.com,40,2,1,0,0,2,1
14491,sunjeetcommunications.com,34,0,1,0,0,1,0
14492,flat-king-b0d3.zebwcorp.workers.dev,44,0,1,0,1,1,0
14493,newburycafe.co.za,55,4,0,0,0,2,0
14494,nitie-services.weebly.com,34,0,1,0,1,1,0
14495,kaywa.me,36,1,1,0,0,1,0
14496,bafybeiajlb5sbjq24vxvmkjk5ppra2hwakqsj34p3k6t2fihufwmbzpese.ipfs.cf-ipfs.com,85,0,1,0,1,1,0
14497,cloudflare-ipfs.com,92,2,1,0,1,1,0
14498,mothersdining.com,25,0,1,0,0,0,0
14499,eifionjones1-my.sharepoint.com,143,5,1,1,1,1,0
14500,wellsargo.proyectaexteriores.cl,44,0,1,0,0,1,0
14501,bafybeiegbm3cyjeux5xxaxuwfj6ot2uscfk3zvdrwbnlqgbrikurfufb7a.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
14502,pub-361c784249b24c45afb064b90ebee5bb.r2.dev,74,1,1,0,1,2,0
14503,site9614515.92.webydo.com,33,0,0,0,0,1,0
14504,claim.lenzs.xyz,39,2,1,0,0,2,0
14505,inc-101216.weeblysite.com,34,0,1,0,1,1,0
14506,clean-gamy-harp.glitch.me,42,1,1,0,1,2,0
14507,almardoof.com,52,4,1,0,0,2,0
14508,mufgag.com,18,0,1,0,0,0,0
14509,docs.google.com,178,5,1,0,0,1,0
14510,docs.google.com,175,5,1,0,0,1,0
14511,thissieveryaction.web.app,34,0,1,0,0,1,0
14512,cloudflare-ipfs.com,79,2,1,0,1,1,0
14513,t.co,23,1,1,1,0,1,0
14514,gateway.ipfs.io,88,2,1,0,0,1,0
14515,sites.google.com,42,2,1,0,0,1,0
14516,reurl.cc,23,1,1,0,0,1,0
14517,reload-page-100055445645.firebaseapp.com,49,0,1,0,1,1,0
14518,pub-5d09e89ff38240f2b559297a9206beea.r2.dev,61,1,1,0,1,2,0
14519,cloudflare-ipfs.com,108,3,1,0,1,2,0
14520,HnC46CXWp-xn--OO3HHDvJ-xn----c1ac4bxc-xn----p1ai.translate.goog,192,3,1,0,1,1,0
14521,usps.mytrackingtt.com,30,0,1,1,0,1,0
14522,usps-shipsend.com,26,0,1,0,1,1,0
14523,l.wl.co,49,1,1,0,0,1,0
14524,hyperfollow.com,32,1,1,0,0,1,0
14525,pub-9f884b1d186548eea381cab00a0f702c.r2.dev,73,1,0,0,1,2,0
14526,fram9hkkm3urfzeqa3f8070221ro047432.nl,72,1,1,0,0,1,0
14527,pub-7c6128fbcd6a4ed3a12554f7446ffe16.r2.dev,61,1,1,0,1,2,0
14528,case-6125041.firebaseapp.com,37,0,1,0,1,1,0
14529,bafybeiahyzpsxyadbwil43phngkicodp6jv3omndykbgejzkbgx3yskkeq.ipfs.cf-ipfs.com,85,0,1,0,1,1,0
14530,cloudflare-ipfs.com,92,2,1,0,1,1,0
14531,bafybeigsdpinf5msqrbfmxicfeeernufezp6nk3ake4yesng7pm2z3ivuy.ipfs.cf-ipfs.com,85,0,1,0,1,1,0
14532,servicemembershipoattloginscreen.boxmode.io,52,0,1,0,0,1,1
14533,ipfs.eth.aragon.network,96,2,1,0,0,1,0
14534,cf-ipfs.com,71,2,1,0,1,1,0
14535,optikgeneral.com,54,4,0,0,0,2,0
14536,flowcode.com,34,2,1,0,0,1,0
14537,the-social2023.com,32,1,0,0,1,1,0
14538,bt-home-100671.square.site,35,0,1,0,1,1,0
14539,docs.google.com,175,5,1,0,0,1,0
14540,sites.google.com,48,2,1,0,0,1,0
14541,z24410.webwave.dev,27,0,1,0,0,1,0
14542,statusgd-northstar-page.web.app,40,0,1,0,1,1,0
14543,xfgfevutbc.duckdns.org,29,0,0,0,0,0,0
14544,uspo.usspug.top,24,0,1,0,0,1,0
14545,us2048.top,41,2,1,0,0,1,0
14546,webbaiawards.pages.dev,31,0,1,0,0,1,0
14547,new.express.adobe.com,51,2,1,0,0,1,0
14548,read-note1.myportfolio.com,35,0,1,0,1,1,0
14549,bafybeigpe32qbny7feq5hn6ieigbcaisuzz2vn7fev7ttkpokxrjrmktc4.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
14550,sbc-106342.weeblysite.com,34,0,1,0,1,1,0
14551,lafaweb.com.br,54,0,1,1,0,1,0
14552,vk.com,75,1,1,0,0,2,1
14553,bafybeiakj6ftszi5rdkqfncragdnrqzncypylpjx5th7a4w2wdm2c2ti2u.ipfs.cf-ipfs.com,98,1,1,0,1,2,0
14554,d0426.top,16,0,0,0,0,0,0
14555,t.co,23,1,1,1,0,1,0
14556,ykhualitai.com,23,0,1,0,0,1,0
14557,mobilepaybekraeft.com,30,0,1,1,0,1,0
14558,ipfs.eth.aragon.network,106,3,1,0,0,2,0
14559,bafybeidfnxvlgufym52cbttgawzs7gcufbptipukr6hp3enlq7uudo26bm.ipfs.cf-ipfs.com,85,0,1,0,1,1,0
14560,accedaa-valida-tu-banca-cajadeahorros.hstn.me,57,0,0,0,1,1,0
14561,sir-west.weeblysite.com,32,0,1,0,1,1,0
14562,docs.google.com,178,5,1,0,0,1,0
14563,gwrzyjns.dreamwp.com,35,1,1,0,0,1,1
14564,docs.google.com,167,5,1,0,0,1,0
14565,1cde.zip-sneidjer.workers.dev,38,0,1,0,1,1,0
14566,mail-100642.weeblysite.com,35,0,1,0,1,1,0
14567,bafkreici3vdtvj7wpacx6xbnjlqqm6qqcmeikgdsbxghnwriltwtwojikq.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
14568,holyrosarycolleges.com,35,0,1,0,0,1,0
14569,cf-ipfs.com,71,2,1,0,1,1,0
14570,cf-ipfs.com,71,2,1,0,1,1,0
14571,bafybeiakto3cgqbg4qsapupuvtsrnpokhkyonttafyvpqlar4dp6mni6hi.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
14572,matamesklinog.godaddysites.com,39,0,1,0,0,1,0
14573,5fgfgfgfgfg4g4gg4g.blogspot.com,40,0,1,1,0,1,0
14574,43.128.92.128,253,1,1,0,0,1,1
14575,bafybeiatig7bsbj3awxopocfjayzyv5jxhrhgyjqkxrdz5sxikrpftt4am.ipfs.cf-ipfs.com,100,1,1,0,1,2,0
14576,roundcubemiinday0005.web.app,37,0,1,0,0,1,0
14577,nab.protect-portal.com,29,0,0,0,1,0,0
14578,docs.google.com,178,5,1,0,0,1,0
14579,vintage-bouncy-chungkingosaurus.glitch.me,59,1,1,0,1,2,0
14580,microsoft-105135.weeblysite.com,40,0,1,0,1,1,0
14581,login-att-101394.square.site,37,0,1,0,1,1,1
14582,document.shared-projection.workers.dev,47,0,1,0,1,1,0
14583,tuuu555585.godaddysites.com,36,0,1,0,0,1,0
14584,home-106036.square.site,32,0,1,0,1,1,0
14585,karneval-schulte.de,35,1,1,0,1,1,0
14586,cloudflare-ipfs.com,93,2,1,0,1,1,0
14587,cemev.com.ar,53,3,0,0,0,2,0
14588,ipfs.io,80,2,1,0,0,1,0
14589,studentsuwsedu.ukit.me,31,0,1,0,0,1,0
14590,zahradnisluzby.eu,45,4,1,0,0,1,0
14591,smbc.trackersnz.com,27,0,1,0,0,0,0
14592,cf-ipfs.com,71,2,1,0,1,1,0
14593,ipfs.io,67,2,1,0,0,1,0
14594,bafkreihwvvtqpbmiz4jvneiakz7cdcjswcozj33m4r4lstjvdflagz7hky.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
14595,multi-xchange.firebaseapp.com,38,0,1,0,1,1,0
14596,ilewtkbpk.firebaseapp.com,34,0,1,0,0,1,0
14597,w1oca2c66.urest.org,28,0,1,0,0,1,0
14598,eurocircule.firebaseapp.com,36,0,1,0,0,1,0
14599,outlook-101835.weeblysite.com,38,0,1,0,1,1,0
14600,ipfs.eth.aragon.network,96,2,1,0,0,1,0
14601,mieetqnlif.duckdns.org,29,0,0,0,0,0,0
14602,online-remove-payee.firebaseapp.com,44,0,1,0,1,1,0
14603,citrine-tin-dugout.glitch.me,45,1,1,0,1,2,0
14604,cf-ipfs.com,71,2,1,0,1,1,0
14605,chkgenra.firebaseapp.com,33,0,1,0,0,1,0
14606,fifelaw.co.uk,20,0,0,0,0,0,0
14607,docs.google.com,175,5,1,0,0,1,0
14608,new.express.adobe.com,51,2,1,0,0,1,0
14609,web3apifirmware.github.io,59,2,1,0,0,2,0
14610,utremendous.com,29,1,0,0,0,1,0
14611,jumsedfj.weebly.com,28,0,1,0,0,1,0
14612,espace-moncompte.web.app,33,0,1,0,1,1,0
14613,ipfs.io,67,2,1,0,0,1,0
14614,masiabuilding.myportfolio.com,38,0,1,0,0,1,0
14615,dziecko-fundacje24.com,30,0,0,0,1,1,0
14616,plhfdte.weebly.com,27,0,1,0,0,1,0
14617,bafkreicmsygp52anyyto6juiidgp6iecclxy3cdmy5nzxjpmk5q4bevmjy.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
14618,galiciasegiridadd.site,31,0,1,0,0,1,0
14619,puremotifservicefr.firebaseapp.com,43,0,1,0,0,1,0
14620,my-site-101155.weeblysite.com,38,0,1,0,1,1,0
14621,tra-srt09923.firebaseapp.com,37,0,1,0,1,1,0
14622,bafybeicho4ca6q2cslnxx7q6mlrt7d4nsu57lbxiuqf2sfa5bwaz2butzi.ipfs.cf-ipfs.com,85,0,1,0,1,1,0
14623,cloudflare-ipfs.com,96,2,1,0,1,1,0
14624,spk-service-center.de,30,0,1,0,1,1,0
14625,t.co,23,1,1,1,0,1,0
14626,cloudflare-ipfs.com,106,2,1,0,1,1,0
14627,hello-world-silent-sea-f915.bewovik144.workers.dev,59,0,1,0,1,1,0
14628,pub-f0e70d2a76384b5a9d907f71b5f41533.r2.dev,61,1,1,0,1,2,0
14629,reduce-repair-.start.page,34,0,1,0,1,1,0
14630,bafkreihvgrkp76id4xvlzofwj6wuzkucltffwanmxybnvagx5miagwb3yy.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
14631,docs.google.com,167,5,1,0,0,1,0
14632,encryptodapps.pages.dev,30,0,0,0,0,0,0
14633,bafybeicti3s5j5zmm25zu356ss53k4cljmlquduz76b67vio5t5uuwwn2e.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
14634,telstra-107592.weeblysite.com,38,0,1,0,1,1,0
14635,cloudflare-ipfs.com,120,3,1,0,1,2,0
14636,muzykalni.com,45,2,0,0,0,3,0
14637,hangovertest1.blogspot.com,35,0,1,1,0,1,0
14638,ipfs.io,67,2,1,0,0,1,0
14639,tacking-uspost-nd.com,30,0,1,0,1,1,0
14640,step2-9f5d0.firebaseapp.com,36,0,1,0,1,1,0
14641,cdilsckoxfenly.firebaseapp.com,39,0,1,0,0,1,0
14642,cloudflare-ipfs.com,92,2,1,0,1,1,0
14643,docs.google.com,99,5,1,0,0,1,0
14644,cloudflare-ipfs.com,104,3,1,0,1,2,0
14645,secure.oldschool.com-vp.cz,77,2,1,0,1,2,0
14646,cloudflare-ipfs.com,92,2,1,0,1,1,0
14647,cloudflare-ipfs.com,92,2,1,0,1,1,0
14648,myfirstproject.pages.dev,31,0,0,0,0,0,0
14649,usps-packages-help.com,31,0,1,0,1,1,0
14650,is.gd,20,1,1,1,0,1,0
14651,syr-whistler.com,23,0,0,0,1,0,0
14652,uspseol.top,20,0,1,0,0,1,0
14653,bafybeibsuixcwdbkyxd7k2tmljs3ju54o57pdia3qbyeqhewst4fakpc2u.ipfs.cf-ipfs.com,85,0,1,0,1,1,0
14654,bhce6t.webwave.dev,27,0,1,0,0,1,0
14655,zarincarpet.ir,35,2,1,0,0,2,0
14656,evenementlesinfos.web.app,34,0,1,0,0,1,0
14657,att-login2356.weeblysite.com,37,0,1,0,1,1,1
14658,juliasvoice.org,26,0,0,0,0,0,0
14659,hyperfollow.com,30,1,1,0,0,1,0
14660,pub-4df4e5791e404a97a627938ee9600381.r2.dev,59,1,1,0,1,2,0
14661,ipfs.io,67,2,1,0,0,1,0
14662,cutt.ly,24,1,1,0,0,1,0
14663,sites.google.com,40,3,1,0,0,1,0
14664,cf-ipfs.com,85,3,1,0,1,2,0
14665,gdvcayersgcons.firebaseapp.com,39,0,1,0,0,1,0
14666,ipfs.eth.aragon.network,104,3,1,0,0,2,0
14667,pub-dd2ea2ecb19b41d3a3c7d600fb7119b6.r2.dev,62,1,1,0,1,2,0
14668,bancobanruraiinf.webcindario.com,40,0,0,0,0,1,0
14669,cf-ipfs.com,82,3,1,0,1,2,0
14670,site9614508.92.webydo.com,37,0,0,0,0,1,0
14671,mst.ail.mybluehost.me,62,3,1,0,0,1,1
14672,usps.mytrackingr-ro.top,32,0,1,0,1,1,0
14673,mobiiopdateringer.com,29,0,0,0,0,1,0
14674,wildcard.damonmoore.com,40,2,0,0,0,1,0
14675,numero-des-appelles.hubside.fr,39,0,1,0,1,1,0
14676,pub-d69751ce7c104b1a8abc630d80ac130c.r2.dev,59,1,1,0,1,2,0
14677,ipfs.eth.aragon.network,100,3,1,0,0,1,0
14678,script.google.com,112,4,1,0,0,1,0
14679,signin-att-105599.weeblysite.com,41,0,1,0,1,1,0
14680,square-cloud-205e.dpp6w8px.workers.dev,47,0,1,0,1,1,0
14681,keepo.io,22,1,1,0,0,1,0
14682,9174.info,29,2,0,0,0,2,0
14683,niagabetonprecast.com,59,4,0,1,0,2,0
14684,docs.google.com,167,5,1,0,0,1,0
14685,sky-105224.weeblysite.com,34,0,1,0,1,1,0
14686,vid-latvija.firebaseapp.com,36,0,1,0,1,1,0
14687,ipfs.io,67,2,1,0,0,1,0
14688,ipfs.eth.aragon.network,96,2,1,0,0,1,0
14689,106.15.183.184,21,0,0,0,0,0,0
14690,fidelityeinvestments.weebly.com,40,0,1,0,0,1,0
14691,pub-b42cbeb9255843a0a55476d1e5d53397.r2.dev,62,1,1,0,1,2,0
14692,verifica.91-92-245-212.cprapid.com,58,1,0,0,1,1,0
14693,retoure.albstoffe-performance.com,108,5,0,0,1,2,0
14694,att-login6263.weeblysite.com,37,0,1,0,1,1,1
14695,wucbang121.cn,25,0,1,0,0,0,0
14696,5fgfgfgfg4g4ghfg4df.blogspot.sn,38,0,0,0,0,0,0
14697,telstra-103234.weeblysite.com,38,0,1,0,1,1,0
14698,aol-100219.weeblysite.com,34,0,1,0,1,1,0
14699,stp-mx.info,25,1,1,0,1,1,0
14700,t11.in,20,1,1,0,0,1,0
14701,scion-capitalllc.myportfolio.com,41,0,1,0,1,1,0
14702,pub-619e745ad87f42189637ce47d055a610.r2.dev,63,1,1,0,1,2,0
14703,prompt-0x217.xyz,25,0,1,0,1,1,0
14704,bafybeiaruel43svhg4vq7we4oa3o6dghnbkii432jwqdkejewdzowxqshu.ipfs.cf-ipfs.com,85,0,1,0,1,1,0
14705,mail-102093.weeblysite.com,35,0,1,0,1,1,0
14706,ebisa.webcindario.com,30,0,1,0,0,1,0
14707,fir41109.web.app,25,0,1,0,0,1,0
14708,sky-mail-107661.weeblysite.com,39,0,1,0,1,1,0
14709,bafybeicefrte7tfgyddmow6j7ntwlnlc2o3syg47oohagk2fc375bzixmq.ipfs.cf-ipfs.com,85,0,1,0,1,1,0
14710,cloudflare-ipfs.com,92,2,1,0,1,1,0
14711,insposdom.top,25,0,1,0,0,0,0
14712,bafybeia4bewkw2u726w2x72gg4lqwjmt5jxrxvxtmc2krc2243iqdw4uku.ipfs.cf-ipfs.com,99,1,1,0,1,2,0
14713,idd-truth-79d1.yilurqr6.workers.dev,44,0,1,0,1,1,0
14714,cloudflare-ipfs.com,93,2,1,0,1,1,0
14715,villaandreas.gr,23,0,0,0,0,1,0
14716,smbc.gzjcba8.com,24,0,1,0,0,0,0
14717,web000digital007.webcindario.com,41,0,1,0,0,1,0
14718,tracking-pack-usph.com,42,1,1,0,1,1,0
14719,socgmern.firebaseapp.com,33,0,1,0,0,1,0
14720,bnpbancoit.firebaseapp.com,35,0,1,0,0,1,0
14721,username895.wixsite.com,39,1,1,0,0,1,0
14722,usp.usspem.top,23,0,1,0,0,1,0
14723,pub-b2955bd5cc5a447cba7f9017e8915538.r2.dev,66,1,1,0,1,2,0
14724,ww3apptruist.web.app,29,0,1,0,0,1,0
14725,cf-ipfs.com,85,3,1,0,1,2,0
14726,ipfs.io,67,2,1,0,0,1,0
14727,docs.google.com,175,5,1,0,0,1,0
14728,cf-ipfs.com,71,2,1,0,1,1,0
14729,smbc.co.jp.theslicepv.com,34,0,1,0,0,1,0
14730,dhsecpackage.blog,31,1,1,0,0,1,0
14731,new.express.adobe.com,51,2,1,0,0,1,0
14732,logon-review-uk.web.app,32,0,1,0,1,1,0
14733,a71843c1.mailssocloud-srvr65e5rd.pages.dev,84,0,1,0,1,1,0
14734,bafybeibk36krvsldjtroxrtftoqgg67tucse3uwweh7hbldt464oa74l24.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
14735,yellow-hill-beaufort.glitch.me,49,1,1,0,1,2,0
14736,gruatcinh.web.app,26,0,1,0,0,1,0
14737,cloudflare-ipfs.com,92,2,1,0,1,1,0
14738,att-service-100512.weeblysite.com,42,0,1,0,1,1,0
14739,usps.com-helpk.com,27,0,1,0,1,1,0
14740,glogo.org,45,3,0,0,0,2,0
14741,the-beatles.co.uk,41,2,1,0,1,2,0
14742,osteopathie-ebach.de,100,8,1,0,1,2,0
14743,o1x.19784851.xyz,42,3,1,0,0,1,0
14744,scymzswhcb.com,23,0,1,0,0,1,0
14745,mlbvtrea.web.app,25,0,1,0,0,1,0
14746,tinyurl.com,27,1,1,1,0,1,0
14747,kdlscaffolding.co.uk,47,2,0,0,0,2,0
14748,rdd.mvv.mybluehost.me,36,1,1,0,0,1,0
14749,mercado-pagofi.siteseguro.ws,53,1,0,0,1,1,0
14750,site9613139.92.webydo.com,40,0,0,0,0,1,0
14751,sites.google.com,42,2,1,0,0,1,0
14752,ipfs.io,80,2,1,0,0,1,0
14753,zuza.stefek.szczecin.pl,61,4,0,0,0,2,0
14754,dropbox-pdf577993.weebly.com,37,0,1,0,1,1,0
14755,cloudflare-ipfs.com,93,2,1,0,1,1,0
14756,rough-block-a14b.hisena9054.workers.dev,48,0,1,0,1,1,0
14757,telstra-109487.weeblysite.com,38,0,1,0,1,1,0
14758,test.alkhudharigroup.com,62,4,0,0,0,2,0
14759,ipfs.eth.aragon.network,97,2,1,0,0,1,0
14760,dalipthukral0.wixsite.com,41,1,1,0,0,1,0
14761,3nnbarqnailcentury.weeblysite.com,42,0,1,0,0,1,0
14762,bafybeieviycikvgaelz5s5h5zcvhq3pu4v2xneikkhyfvtofpu2nlnd5ny.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
14763,posta-d5012.web.app,28,0,1,0,1,1,0
14764,optikgeneral.com,54,4,0,0,0,2,0
14765,makdental.pages.dev,26,0,0,0,0,0,0
14766,test.alkhudharigroup.com,61,4,0,0,0,2,0
14767,is.gd,20,1,1,1,0,1,0
14768,my-bithumb.web.app,32,1,1,0,1,1,1
14769,files-d323.docs-december.workers.dev,45,0,1,0,1,1,0
14770,bafkreih5q7djsqciwi55ushu2jnrx5c4f7ishujoieu3sziq4xb5afd4xe.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
14771,bafybeif6lv3b455txz4sbkmuqu6qzv52sjffnomhwdt2bx6fpntky4muke.ipfs.cf-ipfs.com,85,0,1,0,1,1,0
14772,mwekutscnwgmw.firebaseapp.com,38,0,1,0,0,1,0
14773,bafybeifhcznwkzec75pnjv2thkje6wpnh54oz67cfkhviobsphl2pmirvm.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
14774,docs.google.com,181,5,1,0,0,1,0
14775,cloudflare-ipfs.com,79,2,1,0,1,1,0
14776,toll2903.web.app,25,0,1,0,0,1,0
14777,mikaluffappdemiz.koltyn-f4.workers.dev,100,3,1,0,1,1,0
14778,emilatores.web.app,27,0,1,0,0,1,0
14779,cloudflare-ipfs.com,114,2,1,0,1,1,0
14780,climavents.com,37,3,1,0,0,1,0
14781,att-104466-104025.weeblysite.com,41,0,1,0,1,1,0
14782,docs.google.com,175,5,1,0,0,1,0
14783,web1-terrmalq567892.dynv6.net,61,0,1,0,1,1,0
14784,keepo.io,28,1,1,0,0,1,0
14785,ipfs.io,67,2,1,0,0,1,0
14786,superimposereliefsindos.web.app,40,0,1,0,0,1,0
14787,resonn.cqminlong.com,56,3,1,0,0,2,1
14788,sites.google.com,47,3,1,0,0,1,0
14789,cf-ipfs.com,71,2,1,0,1,1,0
14790,amarilogroup.com,28,0,0,0,0,1,0
14791,cloudflare-ipfs.com,92,2,1,0,1,1,0
14792,43.134.233.26,264,1,1,0,0,1,1
14793,usps.checkadress.com,50,2,1,0,0,1,0
14794,cf-ipfs.com,71,2,1,0,1,1,0
14795,zcweight.com,26,1,0,1,0,2,0
14796,docs.google.com,175,5,1,0,0,1,0
14797,bafybeid36f3jo6aca3txaybtmip7utw7wtye3aqhqzxktk2ajvulh3tlqu.ipfs.cf-ipfs.com,85,0,1,0,1,1,0
14798,matheusmanuel.github.io,49,1,1,0,0,1,0
14799,docs.google.com,173,5,1,0,0,1,0
14800,wave.opompash.ru,35,1,1,0,0,1,0
14801,site9614622.92.webydo.com,33,0,0,0,0,1,0
14802,bafybeif47fshzcwkbqge2ia5hbe2lw2fnpitoh6fideaf67y3ylym6iz5a.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
14803,docs.google.com,175,5,1,0,0,1,0
14804,btvoice.mmm.page,32,1,1,0,0,1,0
14805,allegrolokalnie.kup-online99087.pl,99,3,1,0,1,1,0
14806,ipfs.best-practice.se,95,2,1,0,1,1,0
14807,erd-tvvge.formstack.com,52,2,1,0,1,1,0
14808,manage-gleendot.com,26,0,0,1,1,0,0
14809,reagan-webmail-107485.weeblysite.com,45,0,1,0,1,1,0
14810,bafkreiggbv2dambjmn2puahtt64nz4lg5mxazcdxpzphnasiib66q7efni.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
14811,s3.amazonaws.com,54,2,1,0,0,2,0
14812,pub-be645e8fed924c5c8e39da2ef8c6d5df.r2.dev,74,1,1,1,1,2,0
14813,lkopppgfpp.duckdns.org,29,0,0,0,0,0,0
14814,shorturl.at,25,1,1,0,0,1,0
14815,saudihejcards.pages.dev,30,0,0,0,0,0,0
14816,new.express.adobe.com,51,2,1,0,0,1,0
