,domain,url_len,url_dep,httpDomain,tinyURL,hyphenURL,subURl,keyWordURL
12594,att-login411.weeblysite.com,36,0,1,0,1,1,1
12595,new.express.adobe.com,51,2,1,0,0,1,0
12596,cf-ipfs.com,71,2,1,0,1,1,0
12597,cloudflare-ipfs.com,92,2,1,0,1,1,0
12598,tinyurl.com,33,1,0,1,0,1,0
12599,cutt.ly,24,1,1,0,0,1,0
12600,ipfs.io,67,2,1,0,0,1,0
12601,virtualruralweb.hstn.me,35,0,0,0,0,1,0
12602,cutt.ly,24,1,1,0,0,1,0
12603,interpreteri.firebaseapp.com,37,0,1,0,0,1,0
12604,nftstorage.link,75,2,1,0,0,1,0
12605,cutt.ly,24,1,1,0,0,1,0
12606,withered-pond-f14b.bboxresult1196.workers.dev,54,0,1,0,1,1,0
12607,web3portaldapp.pages.dev,32,0,1,0,0,0,0
12608,aol-102637.weeblysite.com,34,0,1,0,1,1,0
12609,cutt.ly,24,1,1,0,0,1,0
12610,login-screen-106913.weeblysite.com,43,0,1,0,1,1,1
12611,ipfs.eth.aragon.network,101,3,1,0,0,1,0
12612,lew.ameliagosia.com.pl,56,2,1,0,0,2,0
12613,sites.google.com,45,3,1,0,0,1,0
12614,seguridad-bi.webcindario.com,37,0,1,0,1,1,0
12615,allasab.com,19,0,0,0,0,1,0
12616,ipfs.eth.aragon.network,105,3,1,0,0,2,0
12617,cf-ipfs.com,71,2,1,0,1,1,0
12618,flowcode.com,42,2,1,0,0,1,0
12619,cloudflare-ipfs.com,92,2,1,0,1,1,0
12620,bafybeifixbd54qg2cn75xa22iajf6ctlrkxwcdj4wxeso35znd62gx77um.ipfs.cf-ipfs.com,93,1,1,0,1,2,0
12621,mwallet8.com,23,0,0,0,0,0,0
12622,docs.google.com,174,5,1,0,0,1,0
12623,usps.usspaks.top,25,0,1,0,0,1,0
12624,ipfs.best-practice.se,127,3,1,0,1,2,0
12625,dhl-express-customs-clearance-id81936.com,56,1,1,0,1,1,0
12626,canxai.com,27,1,1,0,0,2,0
12627,ipfs.eth.aragon.network,97,2,1,0,0,1,0
12628,urypt5.webwave.dev,27,0,1,0,0,1,0
12629,cloudflare-ipfs.com,103,3,1,0,1,2,0
12630,ipfs.best-practice.se,95,2,1,0,1,1,0
12631,debixinfouserapp.sviluppo.host,39,0,1,0,0,1,0
12632,pub-8af83b8bdbe34837a5c52b8f62abfddb.r2.dev,63,1,1,0,1,2,0
12633,usps.trackmypkg-update.shop,36,0,1,0,1,1,0
12634,centinela.press,38,2,1,0,0,1,0
12635,publish-note.myportfolio.com,37,0,1,0,1,1,0
12636,pub-3b239fca2754429598466a1bc104d65e.r2.dev,61,1,1,0,1,2,0
12637,palfingerag.com,22,0,0,0,0,0,0
12638,site9613539.92.webydo.com,33,0,0,0,0,1,0
12639,bafkreibqudwf6yiueagxt45rlbvzujcen33525phk5x3znnqbxbogg7p34.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
12640,posb88.com,19,0,1,0,0,1,0
12641,ipfs.eth.aragon.network,96,2,1,0,0,1,0
12642,freefireindiadownload.freefirecommunity.com,56,0,1,0,0,1,0
12643,ipfs.io,67,2,1,0,0,1,0
12644,ipfs.eth.aragon.network,97,2,1,0,0,1,0
12645,btinternet-103236.weeblysite.com,41,0,1,0,1,1,0
12646,docs.google.com,178,5,1,0,0,1,0
12647,telstra-107080.weeblysite.com,38,0,1,0,1,1,0
12648,s.id,18,1,1,0,0,1,0
12649,cajatrujillo-pe.xyz,27,0,0,0,1,1,0
12650,att-106441.weeblysite.com,34,0,1,0,1,1,0
12651,ipfs.eth.aragon.network,97,2,1,0,0,1,0
12652,ujmknoh.xyz,20,0,1,0,0,1,0
12653,j42vni.webwave.dev,27,0,1,0,0,1,0
12654,breitenmoserchristof.hopp.to,45,1,1,0,0,1,0
12655,replit.com,32,1,1,1,0,1,0
12656,docs.google.com,181,5,1,0,0,1,0
12657,dh-lstrack771.firebaseapp.com,38,0,1,0,1,1,0
12658,latinotravel.cz,78,4,0,0,0,4,0
12659,cloudflare-ipfs.com,92,2,1,0,1,1,0
12660,sevrty.weeblysite.com,30,0,1,0,0,1,0
12661,cloudflare-ipfs.com,92,2,1,0,1,1,0
12662,bafkreibuogfvo5akbbivqo6hsznxbrxdvibhrcs6xwaiabrdtv5ij7l3yq.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
12663,cloudflare-ipfs.com,92,2,1,0,1,1,0
12664,docs.google.com,175,5,1,0,0,1,0
12665,xzc.cra.mybluehost.me,37,1,1,0,0,1,0
12666,metafb-pegcoub.firebaseapp.com,39,0,1,0,1,1,0
12667,43.156.7.24,404,3,1,0,0,1,1
12668,ipfs.io,80,2,1,0,0,1,0
12669,home-104820.weeblysite.com,35,0,1,0,1,1,0
12670,cf-ipfs.com,71,2,1,0,1,1,0
12671,srivigneshcables.com,361,4,0,0,0,2,0
12672,my-loyola.com,24,0,0,0,1,0,0
12673,test.alkhudharigroup.com,62,4,0,0,0,2,0
12674,yahoo.nospivegno.workers.dev,37,0,1,0,0,1,0
12675,ipfs.io,67,2,1,0,0,1,0
12676,gno-aoreza4.cyou,29,0,1,0,1,1,0
12677,nftstorage.link,89,3,1,0,0,2,0
12678,bt-105646.weeblysite.com,33,0,1,0,1,1,0
12679,ebay.latestock.workers.dev,35,0,1,0,0,1,0
12680,coyoteflathead.com,31,0,1,0,0,1,0
12681,mmbershipswebsite.uscreen.io,37,0,1,0,0,1,0
12682,relay142.firebaseapp.com,33,0,1,0,0,1,0
12683,aol-100374.weeblysite.com,34,0,1,0,1,1,0
12684,mednfhdowsd.weebly.com,31,0,1,0,0,1,0
12685,one.clgzh.workers.dev,46,0,1,0,0,1,0
12686,uspz.uspcc.top,21,0,0,0,0,0,0
12687,pub-44b7936caca94bf7b1b4bceab0ffc0b8.r2.dev,63,1,1,0,1,2,0
12688,juno-109442.weeblysite.com,35,0,1,0,1,1,0
12689,bafkreighxvsmctdn2iqzwv7ffn67rmqujwlfx3i3tvc763gzvtx57zqhja.ipfs.nftstorage.link,88,0,1,0,0,0,0
12690,laboratoriocusmai.it,51,2,1,0,0,3,0
12691,ipfs.io,80,2,1,0,0,1,0
12692,129.226.210.78,475,3,1,0,0,1,1
12693,uspz.usspjp.top,24,0,1,0,0,1,0
12694,pub-a813a19496764064ac75fda177993132.r2.dev,64,1,1,0,1,2,0
12695,cloudflare-ipfs.com,93,2,1,0,1,1,0
12696,new.express.adobe.com,51,2,1,0,0,1,0
12697,ljxzeb.webwave.dev,27,0,1,0,0,1,0
12698,bitly.ws,22,1,1,0,0,1,0
12699,cloudflare-ipfs.com,92,2,1,0,1,1,0
12700,amazon.ammmmazon.top,29,0,1,0,0,1,0
12701,bafybeigt4j2zkc6yr2cgachp6mzm5667ej5kqyq5vots43vr53nyyp6ely.ipfs.nftstorage.link,102,1,1,0,0,2,0
12702,cloudflare-ipfs.com,92,2,1,0,1,1,0
12703,href.li,39,0,1,0,0,1,0
12704,shorturl.at,25,1,1,0,0,1,0
12705,cf-ipfs.com,71,2,1,0,1,1,0
12706,bafybeiasjb7a7kjkeiqusq5xi2bl7usje7p2irsdxqwamsj62vicakndlm.ipfs.cf-ipfs.com,85,0,1,0,1,1,0
12707,t.co,23,1,1,1,0,1,0
12708,vpasaccount.acctainfen.com,39,0,1,0,0,1,1
12709,bafybeiccipjfiyizccxuvn2jl4df4no6jmedy5ntrz3trlv3hpwrafmqlq.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
12710,wells-fargo-pmw54vmuv-wisdomray.vercel.app,51,0,1,0,1,1,0
12711,porteplus.be,115,2,1,0,0,1,0
12712,servicefbhelpmeta.web.app,34,0,1,0,0,1,0
12713,7cf3fd69.sibforms.com,244,2,1,0,0,1,0
12714,free-shop-102216.square.site,37,0,1,0,1,1,0
12715,asmotep.com,47,3,1,0,0,2,1
12716,blank-btinternet-4-88557.grwebsite.com,47,0,1,0,1,1,0
12717,telstra-108165.weeblysite.com,38,0,1,0,1,1,0
12718,docs.google.com,175,5,1,0,0,1,0
12719,es.ingdirect-es-cliente.com,36,0,1,0,1,1,1
12720,usp.usspwg.top,23,0,1,0,0,1,0
12721,ipfs.eth.aragon.network,97,2,1,0,0,1,0
12722,ebbarpmljj.duckdns.org,29,0,0,0,0,0,0
12723,metafb-shf4839.web.app,31,0,1,0,1,1,0
12724,webmail.conduzcobien.com,33,0,1,0,0,1,0
12725,zgrushang.com,21,0,1,0,0,0,0
12726,keepo.io,25,1,1,0,0,1,0
12727,cr-agrcl-fr-f0q.pages.dev,34,0,1,0,1,1,0
12728,vcfs.pages.dev,23,0,1,0,0,1,0
12729,bafybeiga27omd7a4ynaljurdobmbfc4nz7tb4k3k5uxjww2xzgkru57npm.ipfs.cf-ipfs.com,88,1,1,0,1,1,0
12730,l.wl.co,83,1,1,1,0,1,0
12731,shopnonibashbd.com,27,0,1,0,0,1,0
12732,tinyurl.com,56,1,1,1,0,1,0
12733,roninwalletio.github.io,32,0,1,0,0,1,0
12734,sultan-raza.github.io,43,1,0,0,1,1,0
12735,juno-101973.weeblysite.com,35,0,1,0,1,1,0
12736,bafkreiau3qhvelppywmnkswkjy7eejypkizrahlqo5e665w2vsqs3tv5oa.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
12737,att-109043.weeblysite.com,34,0,1,0,1,1,0
12738,online.forms.app,46,2,1,0,0,1,0
12739,promosgalici-gestiononline.replit.app,46,0,1,0,1,1,0
12740,1-88y.pages.dev,24,0,1,0,1,1,0
12741,keepo.io,31,1,1,0,0,1,0
12742,codebustler.github.io,47,1,1,0,0,1,1
12743,sites.google.com,56,3,1,0,0,1,0
12744,ipfs.io,67,2,1,0,0,1,0
12745,bgielectrical.co.uk,113,7,0,0,0,4,1
12746,chevy.ru,15,0,0,0,0,0,0
12747,cloudflare-ipfs.com,92,2,1,0,1,1,0
12748,tools.usps-trackpdlldmk.top,36,0,1,0,1,1,0
12749,tecnoelectrica.cl,50,3,1,0,0,2,0
12750,accept-ios-4f332.web.app,33,0,1,0,1,1,0
12751,telstra-104744.weeblysite.com,38,0,1,0,1,1,0
12752,jemi.so,21,1,1,0,0,1,0
12753,debixkundkonto.sviluppo.host,63,3,1,0,0,1,1
12754,webzonabdb.webcindario.com,35,0,1,0,0,1,0
12755,pub-f84407ed405b4fb5a263cbf55a90a245.r2.dev,73,1,1,0,1,2,0
12756,pub-50ea49bdb5f94f978dd5ca2ee80234e2.r2.dev,63,1,1,0,1,2,0
12757,cf-ipfs.com,71,2,1,0,1,1,0
12758,associationdocument.liinnaner.workers.dev,50,0,1,0,0,1,0
12759,yahoo.begniherzi.workers.dev,37,0,1,0,0,1,0
12760,ipfs.io,67,2,1,0,0,1,0
12761,rogers-yahoo-sign-in-108955.weeblysite.com,51,0,1,0,1,1,0
12762,docs.google.com,175,5,1,0,0,1,0
12763,locabrowser.com,61,2,1,0,0,2,0
12764,blog.porta-nuova.ch,146,1,1,0,1,2,1
12765,bitly.ws,21,1,1,0,0,1,0
12766,cveplc-kcjcw.formstack.com,43,2,0,0,1,1,0
12767,sms22.com,50,4,0,0,0,2,0
12768,att-login7392.weeblysite.com,37,0,1,0,1,1,1
12769,bafybeiacscads5cbt7xfwcxelmtda5ftmsdfsldnpps5tts3ik6bol3wxy.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
12770,cf-ipfs.com,71,2,1,0,1,1,0
12771,gno-aeroza.gzwalson.com,36,0,1,0,1,1,0
12772,general231.myportfolio.com,35,0,1,0,0,1,0
12773,cf-ipfs.com,71,2,1,0,1,1,0
12774,aol-100074.weeblysite.com,34,0,1,0,1,1,0
12775,wq.mofytdmobiznvd2240.workers.dev,42,0,1,0,0,1,0
12776,lnc-107874.weeblysite.com,34,0,1,0,1,1,0
12777,cloudflare-ipfs.com,79,2,1,0,1,1,0
12778,shorturl.at,25,1,1,0,0,1,0
12779,docs.google.com,175,5,1,0,0,1,0
12780,sfs-101857.weeblysite.com,34,0,1,0,1,1,0
12781,metafb-r4puxxh.firebaseapp.com,39,0,1,0,1,1,0
12782,docs.google.com,167,5,1,0,0,1,0
12783,crossfitlux.com,23,0,1,1,0,0,0
12784,targo-kundenservice.com,32,0,1,0,1,1,0
12785,bafybeia662u7wwwrzsrbqzbr73buyueudox25jwflae5l6b4cog2l2cxba.ipfs.cf-ipfs.com,85,0,1,0,1,1,0
12786,pub-7c40a55864fd4d4c9dab709154478f5e.r2.dev,83,1,1,0,1,2,0
12787,ipfs.best-practice.se,113,3,1,0,1,2,0
12788,ipfs.io,80,2,1,0,0,1,0
12789,reminders-issues-user-advertising-047.netlify.app,58,0,1,0,1,1,0
12790,new.express.adobe.com,51,2,1,0,0,1,0
12791,ipfs.eth.aragon.network,96,2,1,0,0,1,0
12792,mail-107357.weeblysite.com,35,0,1,0,1,1,0
12793,cf-ipfs.com,99,3,1,0,1,2,0
12794,mebis.vuxytoxu.workers.dev,45,1,1,0,0,2,0
12795,docs.google.com,167,5,1,0,0,1,0
12796,dhl-de.sicheronllnes.info,47,1,1,0,1,1,0
12797,wvvwbancapromericaonlinegt.hamo5e5a.sa.com,51,0,1,0,0,1,0
12798,att-104192.weeblysite.com,34,0,1,0,1,1,0
12799,ipfs.io,67,2,1,0,0,1,0
12800,myfahai.com,20,0,1,0,0,1,0
12801,autogielda-brzeczynski.pl,34,0,1,0,1,1,0
12802,ipfs.io,80,2,1,0,0,1,0
12803,ipfs.io,67,2,1,0,0,1,0
12804,ipfs.eth.aragon.network,109,3,1,0,0,2,0
12805,reviewfile-document.myportfolio.com,44,0,1,0,1,1,0
12806,aern-ne-jp.fffeed.cn,29,0,1,0,1,1,0
12807,new.express.adobe.com,51,2,1,0,0,1,0
12808,cloudflare-ipfs.com,92,2,1,0,1,1,0
12809,bafybeidpzvbgeygixsyfj4i4zarrutloyvoqtdbhfryebk3izwvdrhyn7q.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
12810,pls-wait-for-page.web.app,34,0,1,0,1,1,0
12811,usps.postesan.top,26,0,1,0,0,1,0
12812,vineaustralia.com.au,65,4,1,0,0,2,1
12813,bafybeicsjneoh45g2tx57l5lnxjxtpqhmattecxpbrgfjaaobizpedtcjy.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
12814,cf-ipfs.com,71,2,1,0,1,1,0
12815,zhlldczxcu.duckdns.org,29,0,0,0,0,0,0
12816,pub-dbe302e63c364101bd3d0287f14b99e4.r2.dev,62,1,1,0,1,2,0
12817,usp.ussptq.top,23,0,1,0,0,1,0
12818,melladflouknba.firebaseapp.com,39,0,1,0,0,1,0
12819,keepo.io,27,1,1,0,0,1,0
12820,pub-7248f2eec34e42178ef515e2560c7f72.r2.dev,81,1,1,1,1,2,0
12821,worker-jolly-haze-c83e.snoker18.workers.dev,52,0,1,0,1,1,0
12822,volksbank-f26f8.firebaseapp.com,40,0,1,0,1,1,0
12823,8.modtrmvivrb.workers.dev,34,0,1,0,0,1,0
12824,cloudflare-ipfs.com,114,3,1,0,1,2,0
12825,share.ebforms.com,42,1,1,0,0,1,0
12826,nftstorage.link,92,3,1,0,0,2,0
12827,tunahrtjanzak7.firebaseapp.com,39,0,1,0,0,1,0
12828,ipfs.eth.aragon.network,96,2,1,0,0,1,0
12829,tracking.kallanlp.com,326,2,0,0,0,1,0
12830,attyahoomail.boxmode.io,32,0,1,0,0,1,0
12831,pub-9d425aa9335c4307a502c0721d499bdd.r2.dev,68,1,1,0,1,2,0
12832,warning-acounts.start.page,35,0,1,0,1,1,0
12833,cf-ipfs.com,71,2,1,0,1,1,0
12834,home-ionos.logi0023.workers.dev,40,0,1,0,1,1,0
12835,suportmanagerfanpage.click,55,1,0,0,0,1,0
12836,mydatabasenet.shop,31,1,0,0,0,1,0
12837,caseid1008956783495835.firebaseapp.com,47,0,1,0,0,1,0
12838,pub-30e45fb8ca8f40f1b361826fbcbe8187.r2.dev,65,1,1,0,1,2,0
12839,cutt.ly,24,1,1,0,0,1,0
12840,docs.google.com,175,5,1,0,0,1,0
12841,docs.google.com,175,5,1,0,0,1,0
12842,cloudflare-ipfs.com,97,2,1,0,1,1,0
12843,cloudflare-ipfs.com,92,2,1,0,1,1,0
12844,vbageghaebjrj5hg.firebaseapp.com,41,0,1,0,0,1,0
12845,xdt.twj.mybluehost.me,39,1,0,0,0,2,0
12846,kucointokencode.com,32,0,1,0,0,1,0
12847,htuxmej.cn,23,0,1,0,0,1,0
12848,upgraded-octo-system-co.pages.dev,42,0,1,0,1,1,0
12849,my-business-100814-107514.square.site,46,0,1,0,1,1,0
12850,metafb-jhyeins.firebaseapp.com,39,0,1,0,1,1,0
12851,bafkreih5lhsxbjuhj6ak7qdbjmyiinqled2myhjvddsb5wcoe5hpibwupm.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
12852,onsruralrgt.webcindario.com,48,1,1,0,0,1,0
12853,storage.cloud.google.com,84,2,1,0,0,2,0
12854,zam-0o278shfw676fffsa342afafa522277aa7aaa28.pages.dev,70,1,1,0,1,1,0
12855,uspsuxd.top,20,0,1,0,0,1,0
12856,cloudflare-ipfs.com,92,2,1,0,1,1,0
12857,0lx.8574055.xyz,41,3,1,0,0,1,0
12858,nftstorage.link,83,3,1,0,0,2,0
12859,almardoof.com,52,4,1,0,0,2,0
12860,jummo2.web.app,23,0,1,0,0,1,0
12861,magic.ly,20,1,0,0,0,1,0
12862,ipfs.io,80,2,1,0,0,1,0
12863,docs.google.com,175,5,1,0,0,1,0
12864,bafybeidi6dylmvyoxft4ybiaehj7b5uv2ebb66dxo47fgxijgemswrbam4.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
12865,pub-44fa09bf6ea54418b5020980b5401644.r2.dev,62,1,1,0,1,2,0
12866,bafybeigi6jqh7rhibgcpbmhzwf4rs5yuxjf72y5j3vfgcuh2pmr3qwbab4.ipfs.nftstorage.link,88,0,1,0,0,0,0
12867,ipfs.eth.aragon.network,104,3,1,0,0,1,0
12868,goo.by,21,1,1,0,0,1,0
12869,docs.google.com,190,5,1,0,0,1,0
12870,0lx.901376343.xyz,34,1,1,0,0,1,0
12871,t.co,23,1,1,1,0,1,0
12872,s3.amazonaws.com,54,2,1,0,0,2,0
12873,ipfs.io,80,2,1,0,0,1,0
12874,ex0dusweallet.godaddysites.com,38,0,0,0,0,1,0
12875,ipfs.eth.aragon.network,96,2,1,0,0,1,0
12876,pedidoszedelivery.com,40,1,1,0,0,1,0
12877,usp.usspyb.top,23,0,1,0,0,1,0
12878,remb-guichetlu.org,38,1,1,0,1,1,0
12879,cloudflare-ipfs.com,80,2,1,0,1,1,0
12880,aoldriveteam.despubilti.workers.dev,44,0,1,0,0,1,0
12881,qrco.de,22,1,1,0,0,1,0
12882,domappcheckomeg23.firebaseapp.com,42,0,1,0,0,1,0
12883,shorturl.at,25,1,1,0,0,1,0
12884,keepo.io,31,1,1,0,0,1,1
12885,cloudflare-ipfs.com,92,2,1,0,1,1,0
12886,pub-661b53fed9cd4f549125768c52464fd0.r2.dev,60,1,1,0,1,2,0
12887,post-lu.webflow.io,27,0,1,0,1,1,0
12888,bafybeih3riqsifcicm76pbk4dngoggvqpb3rsfknav2eoahiivim6fafva.ipfs.cf-ipfs.com,85,0,1,0,1,1,0
12889,s.free.fr,26,1,1,0,0,1,0
12890,ppecservices.com.mm,49,3,1,0,0,1,1
12891,notificardlinea.webcindario.com,38,0,0,0,0,0,0
12892,airealestatelawyer-1318439371.cos.ap-hongkong.myqcloud.com,90,1,1,0,1,2,0
12893,fbheip-restricted-profile.firebaseapp.com,50,0,1,0,1,1,0
12894,eventosbandelta.com.bancodeltapromo.com,52,0,1,0,0,1,0
12895,cf-ipfs.com,71,2,1,0,1,1,0
12896,pub-7a6b99614f4b41658cd677a620b18951.r2.dev,62,1,1,0,1,2,0
12897,bafybeibjcdkotb6kcyu3btu6jvt7qscn7mswju3ux52vnldgisomy4ve4q.ipfs.cf-ipfs.com,99,1,1,0,1,2,0
12898,bafybeia2v5j2p3mydfsj26p54hmjq2fnkqsrkkt4ubeiakcgu6rudnzvdm.ipfs.cf-ipfs.com,96,1,1,0,1,2,0
12899,web66.com.tw,19,0,0,0,0,0,0
12900,is.gd,20,1,1,1,0,1,0
12901,maintengrgrg.justdied.com,33,0,1,0,0,0,0
12902,30minutesbreastlift.com,32,0,1,1,0,1,0
12903,188.237.205.92.host.secureserver.net,52,1,1,0,0,1,1
12904,newsyer.weeblysite.com,31,0,1,0,0,1,0
12905,docs.google.com,167,5,1,0,0,1,0
12906,cloudflare-ipfs.com,92,2,1,0,1,1,0
12907,accountresolvedapps.firebaseapp.com,44,0,1,0,0,1,1
12908,wiedza-24h.pl,22,0,1,0,1,1,0
12909,pub-3c99177c4c56496fa53260962451e6a0.r2.dev,60,1,1,0,1,2,0
12910,ipfs.eth.aragon.network,122,3,1,0,0,2,0
12911,dso-ae.com,35,2,1,0,1,2,0
12912,ipfs.eth.aragon.network,96,2,1,0,0,1,0
12913,bafybeiebjfvblffx3hahx24arn5emhsapcgj3ylpaqdj42w3zxhesd3rmm.ipfs.cf-ipfs.com,100,1,1,0,1,2,0
12914,artofbaseball.net,59,5,1,0,0,1,0
12915,ipfs.io,80,2,1,0,0,1,0
12916,att-104300.weeblysite.com,34,0,1,0,1,1,0
12917,docs.google.com,167,5,1,0,0,1,0
12918,pages.io.vn,20,0,1,0,0,1,0
12919,galiciacgu.com.ar,33,1,1,0,0,1,0
12920,sites.google.com,54,3,1,0,0,1,0
12921,docs.google.com,174,5,1,0,0,1,0
12922,pancakeswap-exchange-testnet.netlify.app,47,0,0,0,1,0,0
12923,irs.unaux.com,21,0,0,1,0,1,0
12924,invoice-elta.firebaseapp.com,37,0,1,0,1,1,0
12925,axosdigitalassets.pages.dev,34,0,0,0,0,0,0
12926,43.153.207.103,192,1,1,0,0,1,1
12927,uqgfdbzwmi.duckdns.org,29,0,0,0,0,0,0
12928,jeudiunjour.firebaseapp.com,36,0,1,0,0,1,0
12929,k6kjba.webwave.dev,27,0,1,0,0,1,0
12930,netflix-movie-peiwfj94q-hainamhuflit.vercel.app,56,0,1,0,1,1,0
12931,athome-100871.weeblysite.com,37,0,1,0,1,1,0
12932,ipfs.eth.aragon.network,96,2,1,0,0,1,0
12933,bafkreics5e2zwdfw5zplvge6tmfpox6tqx6dfqata2dkbsy7woawyvjl64.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
12934,redsaludsac.com,43,2,1,0,0,3,0
12935,bafybeicvhqhlfxjn4zpv3tjrytjdmujpvl64rv3qufhx77lnkqcs6f2haa.ipfs.cf-ipfs.com,91,1,1,0,1,1,0
12936,hotmail-100642.weeblysite.com,38,0,1,0,1,1,0
12937,netzero-webmail-102793.weeblysite.com,46,0,1,0,1,1,0
12938,cloudflare-ipfs.com,230,2,1,0,1,1,0
12939,ipfs.eth.aragon.network,96,2,1,0,0,1,0
12940,vbbzbgdkit1.firebaseapp.com,36,0,1,0,0,1,0
12941,cloudflare-ipfs.com,93,2,1,0,1,1,0
12942,php-yellow-parrot-xserserver791782.codeanyapp.com,63,1,0,0,1,1,1
12943,my-site-106170-101055.weeblysite.com,45,0,1,0,1,1,0
12944,cutt.ly,24,1,1,0,0,1,0
12945,bafybeiazkoj53ktaw2z77r3ovwzxhyxine5u6c4n2sqngn6iky6jgbyjgq.ipfs.cf-ipfs.com,85,0,1,0,1,1,0
12946,ciscocyberhub.ydreams.global,35,0,0,0,0,0,0
12947,xn--d1aqfkf.xn--p1ai:443,87,3,1,0,1,2,0
12948,moveislime.blogspot.com,32,0,1,1,0,1,0
12949,bafybeidfxihuewos2x2mwmf6ruquskfup5s4im6yuyhthw5ra5yhvydk2u.ipfs.cf-ipfs.com,110,0,1,0,1,1,0
12950,hello-world-shy-sound-d22d.curdabufyo.workers.dev,58,0,1,0,1,1,0
12951,ipfs.eth.aragon.network,97,2,1,0,0,1,0
12952,rectify-assets-dapps.web.app,37,0,1,0,1,1,0
12953,bafkreihmdqnsmpqhbs3xjuljvkn5kwtb2hmrhwgzetqbziqwteuucq3xq4.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
12954,pinkomtag.com,21,0,0,0,0,1,0
12955,eesolljhet.duckdns.org,29,0,0,0,0,0,0
12956,t.co,23,1,1,1,0,1,0
12957,hyperfollow.com,31,1,1,0,0,1,0
12958,cloudflare-ipfs.com,92,2,1,0,1,1,0
12959,megaway.start.page,27,0,1,0,0,1,0
12960,ipfs.io,67,2,1,0,0,1,0
12961,bafybeid4cme74qqbepi4hkeg2lnrxmblowhwjetmk7yoeljopsnewn27k4.ipfs.cf-ipfs.com,85,0,1,0,1,1,0
12962,docs.google.com,188,5,1,0,0,1,0
12963,cloudflare-ipfs.com,92,2,1,0,1,1,0
12964,zuza.stefek.szczecin.pl,61,4,0,0,0,2,0
12965,cloudflare-ipfs.com,93,2,1,0,1,1,0
12966,docs.google.com,190,5,1,0,0,1,0
12967,bafybeicqobjocrwjtkcthj3m6s7v3ai3rl27hvglisycgp6xq6dw4tdjo4.ipfs.nftstorage.link,89,0,1,0,0,1,0
12968,reviewdocum.myportfolio.com,36,0,1,0,0,1,0
12969,noteqnte06.firebaseapp.com,35,0,1,0,0,1,0
12970,bafybeifwflx2wwk5e5nowwpmhopny4xruscnkk77yajifrbz6mwctmi77u.ipfs.cf-ipfs.com,85,0,1,0,1,1,0
12971,lih.com.na,48,4,0,0,0,2,0
12972,usps.authpostpro.com,29,0,1,0,0,1,0
12973,ipfs.io,80,2,1,0,0,1,0
12974,iconectsuport24horas.10001mb.com,44,0,0,0,0,1,0
12975,att-106945.weeblysite.com,34,0,1,0,1,1,0
12976,ipfs.eth.aragon.network,96,2,1,0,0,1,0
12977,bpzqkfwpy.web.app,26,0,1,0,0,1,0
12978,cloudflare-ipfs.com,92,2,1,0,1,1,0
12979,docs.google.com,173,5,1,0,0,1,0
12980,pub-976621225a0a41a99730fd00df2f79f7.r2.dev,65,1,1,0,1,2,0
12981,g0b158.webwave.dev,27,0,1,0,0,1,0
12982,docs.google.com,178,5,1,0,0,1,0
12983,my-site-101958.weeblysite.com,38,0,1,0,1,1,0
12984,bafkreieewdtw2jr73bfeqv5egk7nqsjqbd6qjbko5u77ko5bttfkvpv35i.ipfs.cf-ipfs.com,84,0,1,0,1,0,0
12985,2ww.me,20,1,1,0,0,1,0
12986,serifoto.it,20,0,1,0,0,1,0
12987,poste-1.homes,24,1,1,0,1,1,0
12988,att-mailbox-accoun009.weeblysite.com,45,0,1,0,1,1,0
12989,vaanitech.com,22,0,1,0,0,1,0
12990,rt619c.webwave.dev,27,0,1,0,0,1,0
12991,happy-pinz.web.app,27,0,1,0,1,1,0
12992,pub-c613903628154b7e971252c962071102.r2.dev,63,1,1,0,1,2,0
12993,bafybeibqklz6znkqtcrwmyjzh7a3hjfgriddabph5nxc462v4ijtvshpqi.ipfs.cf-ipfs.com,85,0,1,0,1,1,0
12994,ipfs.eth.aragon.network,97,2,1,0,0,1,0
12995,telstra-109197.weeblysite.com,38,0,1,0,1,1,0
12996,yahoomails.ukit.me,27,0,1,0,0,1,0
12997,yahoomailupdate90.wixsite.com,45,1,1,0,0,1,0
12998,wwxhajudjgwjklckvzgs4.web.app,38,0,1,0,0,1,0
12999,site9614501.92.webydo.com,37,0,0,0,0,1,0
13000,ipfs.eth.aragon.network,108,3,1,0,0,2,0
13001,ch-sbb.web.app,23,0,1,0,1,1,0
13002,bafybeiek7omfrq65dsovczdbqjft6v6gp4zfbmzdqagg7k3xym7mr7rbqa.ipfs.nftstorage.link,88,0,1,0,0,0,0
13003,personal-auti.webcindario.com,68,2,1,0,1,2,0
13004,sparkass-sidcheck2.web.app,35,0,1,0,1,1,0
13005,cloudflare-ipfs.com,100,3,1,0,1,2,0
